0,-9.10689266719
1,-9.10689266719
2,-0.181317010378
3,0.0978024540907
0,0.078125
1,0.2834821428571428
2,0.2834821428571428
3,0.2834821428571428
4,0.2834821428571428
5,0.2834821428571428
6,0.2834821428571428
7,0.2834821428571428
8,0.2834821428571428
9,0.2991071428571428
10,0.2991071428571428
11,0.2991071428571428
12,0.4151785714285714
13,0.4151785714285714
14,0.4151785714285714
15,0.4151785714285714
16,0.4151785714285714
17,0.4151785714285714
18,0.4151785714285714
19,0.4151785714285714
20,0.4151785714285714
21,0.4151785714285714
22,0.4151785714285714
23,0.4151785714285714
24,0.4151785714285714
25,0.4151785714285714
26,0.4151785714285714
27,0.4151785714285714
28,0.4151785714285714
29,0.4151785714285714
30,0.4151785714285714
31,0.4151785714285714
32,0.4151785714285714
33,0.4151785714285714
34,0.4151785714285714
35,0.4151785714285714
36,0.4151785714285714
37,0.4151785714285714
38,0.4151785714285714
